player_id,name,predicted_value_2026
74040,Sinan Osmanoğlu,56311.92038877372
79045,Jeroen Zoet,276116.79232851055
43217,Pierluigi Frattali,57549.69127708922
58864,Pierre-Emerick Aubameyang,2894157.92276444
79960,Alex Sandro,1251110.3434729965
42717,Jo Coppens,158787.67643869293
74641,İsmail Köybaşı,41956.14892080979
80444,Philippe Coutinho,4169309.3816556567
76326,Tjaronn Chery,368596.73464952735
78339,Rafal Gikiewicz,221357.79266094457
80894,Lukasz Skorupski,2768372.138121101
79110,Fodé Koita,97708.08397905176
79294,Eloy Room,172616.52096166878
56331,Bas Dost,340962.48112715594
72522,Luuk de Jong,1769579.831247265
73734,Steven Nzonzi,593804.2047812549
76467,Kiko Femenía,799161.9169652703
82503,Aridane Hernández,456190.6014550091
56836,Aaron Meijers,86011.06688404623
82410,Bryan Linssen,497317.42976274504
67063,Danny Welbeck,3147020.0823173
82442,Olivier Giroud,1820499.6214966294
55089,Oliver Baumann,1713865.2779773832
71292,Jonjo Shelvey,1323595.8444329924
57328,Bart van Hintum,85000.52484521308
64246,Yannick Thoelen,128353.00119281549
80442,Joren Dom,151635.1671413479
58358,Thomas Müller,4268584.522182645
61651,Jordan Henderson,3208601.1381872194
77710,Necip Uysal,613866.7984494307
54846,Fabian Holland,340710.7868795467
58396,Christian Groß,161897.08718315966
60957,Sebastian Polter,527974.9103799602
58489,Kyriakos Papadopoulos,221579.71264122042
86097,Roman Akbashev,261386.8553491142
76274,Christian Gytkjaer,396063.2447062431
83560,Muhammet Demir,316376.6544483197
81349,Antonio Jakolis,149106.8049206374
57280,Giacomo Bonaventura,2290473.656069418
69374,Adem Ljajic,313070.5795383038
73926,Davide Faraoni,755536.644694877
85969,Oleksandr Bandura,94984.73835562737
89086,Aleksandr Kokorin,464102.1964195935
89222,Yaroslav Rakitskyi,571262.7701638031
60792,Paul Hanlon,148376.87637241834
60793,Ryan Jack,922945.5475948369
68033,Steven Zuber,1259363.5789490952
68390,Séamus Coleman,356876.1090129476
72736,Guillaume François,77936.39924579587
89231,Jóhann Berg Gudmundsson,577717.7160934276
85393,Nicolas Viola,489798.8407022543
87162,Simon Makienok,52308.41606448207
48015,Lukas Hradecky,1654690.2794046307
88374,Veysel Sarı,150338.08839161298
55605,Hasan Ali Kaldırım,74794.25802448124
58402,Maksym Kovalyov,60717.380345073034
70754,Denys Garmash,264289.40182789863
74683,Nemanja Matic,1628801.0056524596
81649,Sergiy Rybalka,95378.9964185592
90343,Danny Post,44090.85799509829
88755,Kevin De Bruyne,27058842.563070163
90478,Lukas Van Eenoo,171954.9955074113
42710,Toby Alderweireld,1617514.3600477069
90681,Eliaquim Mangala,252790.40555579262
41323,Andreas Luthe,151532.2069417244
88879,Artem Kychak,65378.373956903626
91419,Oleksiy Dovgyi,37944.6883991683
85127,Hakan Arslan,83513.31249051962
49723,Timothy Chandler,269682.76347800164
91469,Kian Hansen,184804.22367738123
91945,Ertuğrul Taşkıran,83717.38731395226
91931,Denys Boyko,145400.8234804746
59084,Fernando Varela,60987.08832071079
27178,Rúben Fernandes,69286.65398587148
56036,Luís Neto,67069.23658273471
61764,Marco Matias,62830.838266071
63837,André André,108117.23315053964
64000,Tomas Vaclik,497252.34036316926
47587,Tony Jantschke,214336.9364696744
68980,Daniel Stenderup,58855.42865817758
12282,Daley Blind,1764595.4989020734
75852,Miiko Albornoz,121240.50328623675
81512,Christian Kabasele,493637.042102935
95673,Tom van Weert,241794.78489565756
94922,Bogdan Butko,111437.04403763267
94924,Maksym Imerekov,177950.18400666173
94928,Ruslan Babenko,322961.08574200864
25289,António Filipe,38457.12057208756
54716,Steven Vitória,68959.71709436868
55994,Ukra,60701.90970340923
93177,Aleksandr Zotov,208007.4244849627
63487,Nikolaos Karelis,383217.00724957424
88348,Alexandros Paschalakis,515915.7683932354
90959,Musa Çağıran,69480.0717270085
97241,Victor Pálsson,215584.3677224427
58965,Rúben Lima,56838.323148645766
91949,Trigueira,45352.7339382895
93315,Henrik Dalsgaard,240839.37142293632
79642,Shinji Okazaki,96786.23482370129
59543,Andy Halliday,151506.90120748864
85177,Nathaniel Clyne,788320.3875140859
95707,Volodymyr Tanchyk,211418.51391673592
95976,Alex McCarthy,330098.3828158244
78819,David Jensen,168707.0905699537
97541,Artur Yusupov,269110.7100088474
96718,Óscar de Marcos,968909.0879689315
90024,Alfred Finnbogason,159924.04384904396
99499,Rafael Martins,32953.606426871396
55099,Nicolas Höfler,1248062.555337472
98131,Zeki Yavru,188137.6062651005
98543,Aslan Dudiev,76740.2943993064
98547,Stanislav Kritsyuk,245060.80546152024
82130,Gökhan Töre,45056.21074215764
99559,Alberto Perea,339892.6291754355
85291,Soner Aydoğdu,114836.0655754892
94529,Stephan El Shaarawy,3721030.23908126
77825,Etrit Berisha,306747.6891107316
96043,Mikael Dyrestam,373232.41397139605
95152,Welinton,100007.50790323329
103427,Chris Smalling,1649609.3742719295
104752,Konstantinos Manolas,2450033.129487082
84435,Kevin Vogt,1176221.149640652
79612,Stefan Schwab,587228.8314562746
105478,Andrey Semenov,210216.7426147964
61887,Federico Macheda,170542.33128511487
73269,Javier Matilla,71898.77605947641
99343,Ander Herrera,965519.2428340891
61838,Jonathan Obika,58744.4987553156
80702,Mark Birighitti,106186.35821642072
93081,Nick Viergever,232870.8350370461
110366,Sergio Araujo,1182334.3350837615
75921,Christopher Trimmel,354798.2287922385
79377,Genki Haraguchi,228356.5860756905
111819,Neto,1388095.135365772
96341,Romelu Lukaku,14322335.706712307
108390,Thibaut Courtois,16367272.876034537
108880,Koen Casteels,3429027.7289724937
84301,Benjamin André,5062113.172732994
103565,Wahbi Khazri,1174094.9080330906
104700,Ilya Kukharchuk,118950.46769543465
55735,Henrikh Mkhitaryan,3726130.879633479
61697,Wes Foderingham,838264.6648010878
59352,Aleksandr Martynovich,140962.97492965584
85528,Marco Silvestri,1191037.4642083999
91849,Thomas Delaney,1666696.7306652372
107612,Daniel Sundgren,159387.2662918022
111078,Emil Forsberg,2854293.3959699506
69646,Jens Stryger Larsen,653050.7403218271
84765,Francesco Caputo,574340.4251816912
88909,Riccardo Saponara,540019.2394407152
90317,Daniel Batz,312612.2706106397
45671,Cenk Tosun,1358955.4422236485
74842,Mario Götze,3200467.599008047
95424,Kyle Walker,7848776.412093562
113052,Leandro Kappel,77044.22067175894
110708,Fredrik Gulbrandsen,729070.0729187262
23523,Thomas Mikkelsen,18096.39706828032
77563,Samuel Sahin-Radlinger,227784.46250586925
97503,Jeppe Grønning,272073.2683622951
107266,Marcel Rømer,174430.56192314706
112648,Dimitrios Kolovetsios,237486.53138799724
113707,Rémy Cabella,1977687.27531223
74294,Nemanja Gudelj,2311055.7375148945
102581,Sergey Petrov,286499.86026342463
79027,Davy Pröpper,1147312.0071862196
104597,Bram Nuytinck,315173.18616869487
119234,Karim Onisiwo,1074243.3583732178
110668,Laurens De Bock,312589.5749296383
57796,Vitus Eicher,212125.0443095186
113025,Zé Manuel,76876.06306601682
54235,Iker Muniain,2903500.1788545433
102423,Leandro Cabrera,767851.5401427455
118997,Aitor Fernández,990048.4830916901
79967,Simon Zoller,290199.47498867544
82863,Lukas Rupp,271927.8436668235
45683,Manuel Gulde,1076964.7151424943
65318,Jaume Costa,551035.9548237098
72047,Iago Aspas,1639222.6681053706
76158,Alexander Meyer,576082.0504044832
81999,Joselu,3238637.8623579293
82873,Pascal Groß,6534370.586701885
88242,Daniel Adejo,47928.251783685126
88683,Mattia Destro,246217.28823074792
91970,Juan Cuadrado,966501.0559342321
93936,Kike García,703656.7994526809
96533,Youssef El Arabi,205552.95660987703
102740,Mário Fernandes,966387.4686668514
111053,Yeni Ngbakoto,243149.3449441067
111627,Ryan Mendes,566329.4524856064
120705,Juan Carlos,112385.20383169135
121483,Jan Oblak,16572840.558885545
122797,Andy Delort,2181663.9858641275
94293,Erik Marxen,104370.99682235299
74857,Marc-André ter Stegen,16429841.183935361
60542,Maxime Gonalons,400715.49073600286
122115,Vincent Sasso,98086.6883418877
122840,Loïc Nego,463863.3530173535
53696,Lars Unnerstall,3525994.1413503196
61989,Michael Esser,221730.97318339872
81173,Janis Blaswich,2655611.8453757423
53418,Kevin Kampl,2022776.8351608915
111072,Vladyslav Ogirya,58778.79304068319
92469,Matt Ritchie,587940.6713979624
92572,Joel Ward,606753.4746084197
87854,Fredy,389384.1319856084
59791,Jorge Teixeira,27206.130793340933
124577,Jordan White,177648.82645668168
103428,Björn Paulsen,134399.43188749105
118022,Younès Belhanda,869859.2653197958
119905,Hugo Mallo,1098584.729986973
125781,Antoine Griezmann,16378984.136804506
108725,Chris Wood,4737292.262037806
122155,Willian José,2809377.681105545
126360,Yuriy Lodygin,263735.345528012
60561,Anthony Lopes,2219223.1847223067
126634,Francesco Rossi,91444.15256241288
101531,Jonathan Heris,112790.86980020886
102427,Sebastián Coates,1551794.1731304992
110292,Geoffry Hairemans,426629.3991672923
110923,Mattia Perin,1808526.5143530758
111432,Stevie May,140470.52436906545
119150,Mislav Orsic,1492277.2252800167
124902,Khouma Babacar,205117.56611686343
125769,Marvin Peersman,270809.9312896324
111196,Stefan de Vrij,3673998.686560452
128042,Mark van der Maarel,117590.57509411195
46580,Andrej Kramaric,2754569.519619615
124495,Tolis Vellios,214277.63361017697
111433,Frédéric Veseli,158422.57307091117
111630,Erik Lamela,1550586.3348183916
112091,Rodrigo Erramuspe,170138.34389268825
112302,Roberto Pereyra,1187286.6792217258
113133,Germán Pezzella,1655605.3409890719
125020,José Luis Palomino,383471.80303792126
107525,Facundo Bertoglio,122786.16447025059
125069,Júnior Morais,63161.62677641993
124028,Ismaily,995583.503339031
107010,Stefan Savic,1617348.4283097736
62163,Nicky Clark,186392.53891677014
91851,Bashkim Kadrii,322751.84664531343
108710,Vladyslav Kalitvintsev,324507.90293868794
129646,Artur Rudko,176406.15214959913
120262,Dmytro Nemchaninov,96836.07595014042
92567,Andriy Bogdanov,114958.47354137975
102572,Yuriy Pankiv,60724.30081655548
91801,Oleksandr Sklyar,133869.1024493376
84992,James Forrest,483089.1931760183
120966,Oleksandr Ilyushchenkov,94994.87924212764
88680,Luca Caldirola,928495.1708519049
88684,Giulio Donati,168675.6110322391
124555,Cristiano Biraghi,1643567.4786568014
124560,Samuele Longo,162926.46652318956
128011,Petros Mantalos,1027437.2184963637
128931,Giannis Fetfatzidis,151281.99455189158
82105,Joel Matip,4410456.033642037
82048,Nicola Sansone,559389.0618736201
99227,Andrea Bertolacci,375608.9248159277
99254,Luigi Sepe,282725.76973291975
62351,Abdoulaye Bamba,227166.28001441696
75411,Carlo Pinsoglio,147024.1734925958
88682,Mattia De Sciglio,471206.0399708625
88706,Simone Romagnoli,587996.265230489
105521,Ciro Immobile,3599340.290908321
130360,Simone Verdi,1407117.185418272
96790,Sebastian Mladen,272856.26959662803
101213,Pedro Obiang,310078.5707441366
130365,Alessandro Florenzi,1444720.9269011968
130394,Gianluca Lapadula,1253138.8348853781
127217,Alessandro Berardi,51418.07953387192
96498,Oleksandr Nasonov,72031.33830418676
110688,Sergiy Loginov,86204.61038579952
84483,Aleksandr Erokhin,233219.76435018954
111347,Lorenzo Tonelli,128076.04774333871
127108,Florian Lejeune,2038933.3532621136
77757,Thomas Kaminski,2580106.0868842998
92164,Mats Rits,1707937.0821378026
134999,Jens Toornstra,227021.35415331816
106270,Florian Kainz,2193059.66449487
136111,Nicola Leali,504938.466821885
55524,Alper Uludağ,155759.78305042183
108354,Jordan Ayew,2404156.1658059456
130142,Michalis Bakakis,101038.66511691407
136537,Oleksiy Shevchenko,92363.09924800752
126610,Marc Dal Hende,56865.00255165319
119228,Luis Muriel,1578813.3747370539
73794,Duván Zapata,3731381.481548193
124895,Bart Schenkeveld,899897.7635629682
136610,Papy Djilobodji,277114.7452446435
52119,Patrick van Aanholt,1099251.9860125387
86784,Ricardo Rodríguez,2942901.5949777206
134602,Zé Luís,190806.84882904196
135343,Fabian Schär,7941611.376903896
64339,Pizzi,954267.305670383
137669,Jason Davidson,171421.4483270091
32711,Patrick Herrmann,570005.6297764326
124182,Sergiy Sydorchuk,977825.6878654097
69633,Christian Eriksen,5591947.134858287
76746,Damián Suárez,440351.793389688
129092,Rasmus Thelander,166185.38212126325
104124,Michail Antonio,2117855.997625104
118413,Jean Barrientos,116548.04050220351
85791,Stefan Lainer,1449216.0949049518
72768,Nélson Oliveira,343439.9479067738
82281,Ivo Pinto,245248.5306330831
140310,Ryota Morioka,203827.95654961432
127202,Matz Sels,5635435.5839998685
55769,Danilo D'Ambrosio,547808.9664540722
59145,Gernot Trauner,2437894.2458403856
128969,Mathew Ryan,2187790.826712161
72476,Bernd Leno,7833989.911105775
80339,Graham Carey,164322.9698990672
99047,Sokol Cikalleshi,463300.48813322745
79620,Ali Crawford,139485.50897927204
88262,Dedryck Boyata,388606.07720710104
123349,Zakaria Labyad,424511.82748337684
23553,Lennart Thy,448055.02703756717
109217,Edin Visca,1423123.6722466408
94307,Filip Djuricic,885315.6885006728
121686,Cristian Gamboa,313344.82302358374
121985,Juan Jesus,1575632.8542445102
130616,Igor Rossi,67745.26100154995
74810,Ben Mee,531806.6116668314
95810,Kieran Trippier,6507517.317813423
105497,Irakliy Chezhia,36218.756262122406
144143,Bartosz Bereszyński,655022.4839955363
145466,Tim Ream,542899.5962331153
74960,Martin Dúbravka,533440.9881491683
95641,Darko Brasanac,767084.6492477711
133179,Marten de Roon,3666100.2536481703
143029,Stefan Mitrovic,882257.0442660584
61841,Adam Smith,526677.6256058218
74869,Francis Coquelin,692902.1044181397
88721,Jeffrey Bruma,172994.3340341997
91059,Joshua King,1619312.1468188865
126337,Aleksandr Putsko,171906.1540857104
137206,Magomed Ozdoev,1156214.2299469141
146468,Nikolay Kalinskiy,1251571.1015689515
114422,Günay Güvenç,733505.7133085991
92571,Aaron Cresswell,519529.310098012
121477,Craig Dawson,1337557.788641629
134294,Danny Ings,4005607.792009836
146690,George Baldock,1449561.7193958007
46106,Adam Le Fondre,68817.9893728748
61813,Calum Butcher,127626.87392937066
77715,Curtis Main,169984.58098758888
91315,Marley Watkins,107497.74236232378
92983,Jon McLaughlin,80760.08753367187
120565,Andre Gray,666489.1430491117
134270,Dan Burn,6527477.836676319
146889,Peter Ankersen,165879.45132678412
69636,Mathias Gehrt,122441.80947753054
112541,Andrey Lunev,989172.2434504249
93720,Alexandre Lacazette,4536204.385832738
136401,Daniel Bentley,1384129.0266725244
145707,Danilo,6148173.839632892
136184,Jonas Svensson,1084006.3979216672
131225,Nicolás Tagliafico,4896079.629470488
77966,Oğuzhan Özyakup,298310.8387518338
120205,Michael Gregoritsch,7247761.309809035
143424,Alex Oxlade-Chamberlain,2384604.0613565654
124700,Dmitriy Stotskiy,173184.43090382853
137179,Sergey Bryzgalov,152588.93942976408
147487,Vincent Aboubakar,2319569.459072558
101118,Joel Robles,446792.0363598259
127236,Juan Munafo,88264.97757287425
148252,Remo Freuler,3104867.0732261706
149579,Elbasan Rashani,899658.8721361994
148455,Mohamed Salah,31810273.477487776
124715,Nikola Maksimović,650341.4099214445
143559,Matija Nastasić,900905.8586348777
43824,Kevin Müller,1290806.1235499717
89200,Rasmus Falk,559314.368208482
92248,Nicolai Larsen,270934.40241731924
94030,Denis Thomalla,652428.8645035727
102132,Nicklas Helenius,274642.2836625648
102134,Kasper Kusk,152222.02445884096
110686,Kamil Ahmet Çörekçi,177808.99177868105
120629,Alphonse Areola,6667411.268299937
125755,Irakliy Kvekveskiri,578154.0814350003
153427,Bebé,502807.36045899906
82350,Stefan Bell,475732.1941394354
99100,Daniel Høegh,175833.41475934052
137576,Hans Vanaken,3636145.452155634
111455,Granit Xhaka,15558493.58440615
104414,Raphael Holzhauser,208742.95686873322
72857,Pedro Mendes,469845.8863988368
85941,Stefan Ortega,8227252.54193918
154396,Danilo Soares,463935.437474077
70359,David Simão,131325.60817475826
155396,Cláudio Ramos,1235323.567330113
84938,Timo Horn,504591.2700768928
112935,Mark Uth,547753.2884205246
93704,Josuha Guilavogui,455786.66988028795
98512,Serdar Gürler,845409.34820328
111038,Dennis Appiah,479506.69248409173
111051,Nampalys Mendy,1787817.4518825854
126665,Idrissa Gueye,1481404.2205706632
127048,Cédric Bakambu,1077057.0960159162
127142,Jonas Martin,597414.2791258151
127160,Benjamin Stambouli,387753.82804322505
127181,Benjamin Lecomte,1962907.5384602046
129679,Cheick Doukouré,218775.80541120414
139279,Nicolas Pallois,314525.87456123345
146854,Wissam Ben Yedder,4023348.672929777
82009,Kevin Volland,1932435.0909081495
87884,Mário Rui,2322679.5714824144
105506,Vladimir Obukhov,191677.12067174003
127032,Serge Aurier,3247749.925094677
